htype,region,Project Type,Bedroom(s),Bathroom(s),Swimming Pool,Parking,Toilet(s),Construction Year,Garage,Nb. Rooms,Air-con,Beachfront,Interior Surface New,Land Surface New,Access for Disabled People,Access to rooftop,Air Conditioning,Alarm System,Automated Garage,Balcony,Basement,Carport,Centralized Ventilation System,Close to Bus Stop,Close to Golf Course,Close to Hospital,Close to School,Close to Shops,Cooking Service,Dressing,Electric Generator,Energy Efficiency - High,Fenced,Fire Alarm System,Fireplace,Fitness Room,Freehold Land,Furnished,Garden,Guarded Parking,House Cleaning,Indoor Spa,Internet/Wi-Fi,Laundry Room,Lift,Located in a private morcellement,Located in a residential complex,Located in a senior residence,Mountain View,Office,Recently Refurbished,River View,Sea Access,Sea View,Secured Parking,Security Bars,Sewage System,Solar Panels,Solar Water Heater,Soundproof,TV Room,Tennis Court,Veranda,Watchman,Water Heater,Water Tank,Yard,price
villa,"Notre Dame, North",none,2,2,,Yes,2,2006,yes,,,,205.0,177.0,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,yes,yes,"4,500,000"
villa,"Balaclava, North",none,3,2,Private Pool,Yes,,2016,no,,,,260.0,844.0,no,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,"19,200,000"
villa,"La Gaulette, West",none,3,3,,Yes,3,2020,yes,,,,200.0,255.0,no,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,"8,500,000"
villa,"St Antoine, North",none,4,3,Private Pool,Yes,3,2008,yes,10,,,400.0,928.0,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes,"19,950,000"
villa,"Pointe aux Canonniers, North",none,4,3,Private Pool,Yes,3,2000,no,8,,,400.0,1055.0,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,"20,000,000"
villa,"Rose Hill, Center",none,10,5,,Yes,5,1995,yes,,,,473.0,624.0,no,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes,"15,000,000"
villa,"Black River, West",none,4,4,Private Pool,Yes,,2014,yes,,,,290.0,400.0,no,no,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,yes,"15,500,000"
villa,"Riambel, South",none,10,3,Private Pool,Yes,,,no,10,,Yes,450.0,2909.0,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"25,000,000"
villa,"Grand Bay, North",none,11,5,Common Pool,,,,no,,,,600.0,380.0,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,"19,500,000"
villa,"Wolmar, West",none,4,4,Private Pool,Yes,,,no,,,,250.0,1200.0,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,"25,000,000"
villa,"Arsenal, North",none,5,4,Private Pool,Yes,4,2016,yes,,,,500.0,665.0,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,"19,000,000"
villa,"Belle Mare, East",none,2,1,Common Pool,Yes,1,2017,yes,,,Yes,,,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,"19,000,000"
villa,"Péreybère, North",PDS,3,3,Private Pool,Yes,4,2020,no,5,,,255.0,300.0,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,"27,621,000"
villa,"Black River, West",none,4,3,Private Pool,,4,2009,no,6,4.0,,290.0,1339.0,no,no,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,"25,000,000"
villa,"Tamarin, West",none,6,4,Private Pool,Yes,4,2006,no,10,6.0,,557.0,1407.0,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,"18,000,000"
villa,"Grand Gaube, North",PDS,4,4,Private Pool,,5,2018,yes,7,5.0,,429.0,620.0,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,no,yes,no,"54,000,000"
villa,"Trou aux Biches, North",none,4,4,,,4,,yes,5,4.0,,223.0,253.0,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,"9,200,000"
villa,"Quatre Bornes, Center",Residential Project,3,2,,Yes,2,2020,yes,,,,121.0,87.0,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,"5,900,000"
villa,"Mont Piton, North",none,3,3,,Yes,,,no,,,,333.0,1322.0,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,"53,000,000"
villa,"Grand Bay, North",none,3,2,Private Pool,Yes,2,2019,no,,,,167.0,300.0,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,"12,000,000"
villa,"Poste de Flacq, East",none,3,3,Private Pool,Yes,3,2007,no,7,4.0,,275.0,1400.0,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,no,"21,000,000"
villa,"Grand Gaube, North",PDS,3,2,Private Pool,Yes,2,2020,no,,,,222.0,1200.0,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,"70,000,000"
villa,"Black River, West",none,4,,Private Pool,Yes,,2011,yes,,,,800.0,2110.0,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,"35,500,000"
villa,"Belle Mare, East",PDS,6,6,Private Pool,Yes,7,2021,no,10,,Yes,758.0,2540.0,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,"478,687,500"
villa,"Péreybère, North",none,4,4,Private Pool,Yes,5,,no,,,,254.0,416.0,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,"28,000,000"
villa,"Belle Mare, East",PDS,5,5,Private Pool,Yes,6,2021,no,4,,Yes,729.0,2233.0,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,"442,520,000"
villa,"Albion, West",none,3,2,,,2,2018,no,,1.0,,213.7,334.4,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,"7,000,000"
villa,"Belle Mare, East",PDS,4,4,Private Pool,Yes,5,2021,no,8,,Yes,540.0,1541.0,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,"182,965,000"
villa,"Belle Mare, East",PDS,3,3,Private Pool,Yes,4,2021,no,4,,Yes,313.0,1085.0,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,"105,949,500"
villa,"Grand Bay, North",PDS,3,4,Private Pool,Yes,,,no,,,,384.0,582.0,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,yes,yes,no,Price N/D
villa,"Bel Ombre, South",IRS,4,4,Private Pool,,,,no,,,,416.0,1106.0,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,"42,550,000"
villa,"Bel Ombre, South",IRS,3,3,Private Pool,,,,no,,,,257.0,575.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,"38,295,000"
villa,"Roches Brunes, Center",none,4,1,,,1,,no,,,,,356.7,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,"5,600,000"
villa,"Tamarin, West",none,5,3,Private Pool,,,2002,no,,,,280.0,627.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"14,000,000"
villa,"Grand Bay, North",PDS,5,3,Private Pool,Yes,4,,no,,,,230.0,739.0,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,"36,000,000"
villa,"Tamarin, West",none,4,3,Private Pool,,,2008,no,,,,360.0,1266.0,no,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,"18,000,000"
villa,"Flic en Flac, West",none,4,,Private Pool,,,,no,,,,270.0,456.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"10,000,000"
villa,"Black River, West",none,4,2,Private Pool,Yes,,2012,no,,,,,609.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"16,000,000"
villa,"Mon Choisy, North",IRS,3,3,Private Pool,Yes,4,,no,,,,246.0,437.0,no,no,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,"47,000,000"
villa,"Coromandel, Center",none,7,4,,Yes,4,,yes,9,4.0,,325.2,391.4,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,"6,000,000"
villa,"Belle Mare, East",PDS,2,2,Private Pool,Yes,3,2021,no,4,,Yes,280.0,1094.0,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,"74,037,000"
villa,"Mont Mascal, North",none,3,3,Private Pool,Yes,3,2020,no,7,,,289.0,255.0,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,yes,"9,500,000"
villa,"Stanley, Center",none,8,4,,Yes,4,,yes,10,,,278.7,475.0,yes,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,"3,900,000"
villa,"Hermitage, Center",none,4,3,,Yes,3,,no,,,,295.0,380.0,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,"8,500,000"
villa,"Black River, West",PDS,3,3,Private Pool,,3,,no,,3.0,,492.0,725.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,yes,yes,no,"81,000,000"
villa,"Black River, West",none,4,3,Private Pool,Yes,,2009,no,,,,290.0,1339.0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"21,000,000"
villa,"Black River, West",none,4,3,Private Pool,Yes,,,no,,,,,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,"18,500,000"
villa,"Péreybère, North",none,2,2,Private Pool,Yes,,,no,,,,157.0,,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"6,000,000"
villa,"Péreybère, North",none,2,2,Private Pool,Yes,2,2008,no,,,,130.0,400.0,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,"16,000,000"
villa,"Pamplemousses, North",none,4,3,Private Pool,,3,2019,yes,8,4.0,,260.1,506.5,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,"9,000,000"
villa,"Grand Bay, North",RES,4,4,Private Pool,Yes,4,,yes,5,4.0,,370.0,,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,"69,805,800"
villa,"Quatre Bornes, Center",none,3,1,,,1,2000,no,8,,,2150.0,475.0,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,"9,250,000"
villa,"Roches Brunes, Center",none,4,2,Private Pool,Yes,2,2007,yes,8,,,280.0,380.0,no,no,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,"8,000,000"
villa,"Balaclava, North",none,3,2,Private Pool,,,2011,yes,5,,,400.0,1000.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,"25,000,000"
villa,"Grand Bay, North",PDS,3,3,Private Pool,Yes,4,,no,,,,342.0,668.0,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,"37,665,000"
villa,"Black River, West",none,4,3,Private Pool,,,2005,yes,,,,380.0,932.0,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,"26,500,000"
villa,"Tamarin, West",none,3,2,Private Pool,,,,no,,,,130.0,476.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,"11,500,000"
villa,"Roches Brunes, Center",none,4,4,,Yes,5,2015,yes,8,,,300.0,525.0,no,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,yes,yes,"12,000,000"
villa,"Calodyne, North",none,4,3,Private Pool,,,2000,no,4,,,300.0,1400.0,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,"10,500,000"
villa,"Highlands, Center",none,3,3,,Yes,3,2015,no,,,,371.6,292.6,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,"6,000,000"
villa,"Grand Bay, North",none,4,2,Private Pool,Yes,,2017,yes,4,,,175.0,675.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,"13,000,000"
villa,"Grand Gaube, North",none,5,4,,Yes,4,,no,6,5.0,,350.0,759.8,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,yes,yes,yes,"11,500,000"
villa,"Flic en Flac, West",none,4,6,Private Pool,Yes,5,2016,yes,,,,350.0,936.0,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,"19,800,000"
villa,"Vacoas, Center",none,5,2,,,2,,yes,5,,,300.0,211.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,"5,900,000"
villa," Vieux Grand Port, South",RES,4,4,Private Pool,Yes,4,,yes,,,Yes,464.5,1604.0,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,yes,yes,yes,"70,000,000"
villa,"Black River, West",none,6,3,Private Pool,,4,,yes,,,,338.0,1393.0,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,yes,no,"25,000,000"
villa,"Tamarin, West",PDS,4,4,Private Pool,,,2019,no,,,,276.0,500.0,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"34,149,600"
villa,"Floréal, Center",none,5,3,,,,,yes,,,,500.0,1600.0,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,"20,000,000"
villa,"Pointe aux Biches, North",none,3,2,Private Pool,,2,2020,no,,4.0,,120.8,316.6,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,"6,500,000"
villa,"Grand Bay, North",RES,3,,Private Pool,,,,yes,,,,221.0,679.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"28,000,000"
villa,"Curepipe, Center",none,3,4,,,4,2017,yes,,,,371.0,759.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,"13,000,000"
villa,"Tamarin, West",PDS,3,3,Private Pool,Yes,,,yes,,,,318.0,685.0,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,"38,920,500"
villa,"Mont Mascal, North",RES,3,,Private Pool,,,2019,no,,,,227.0,,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"35,000,000"
villa,"Candos, Center",none,4,3,Private Pool,,3,,yes,,3.0,,380.0,1089.0,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,no,"14,900,000"
villa,"Quatre Bornes, Center",none,1,1,,,1,,no,,,,117.0,579.9,no,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,"7,000,000"
villa,"Calodyne, North",none,4,2,Private Pool,Yes,2,2018,no,7,,,270.0,633.0,yes,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,yes,no,no,yes,no,"11,500,000"
villa,"Roches Brunes, Center",none,4,3,Private Pool,Yes,3,2000,yes,,,,325.0,361.0,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,"7,900,000"
villa,"Grand Bay, North",PDS,3,4,Private Pool,Yes,,,no,,,,392.0,606.0,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,yes,yes,no,Price N/D
