htype,region,Project Type,Bedroom(s),Bathroom(s),Swimming Pool,Parking,Toilet(s),Construction Year,Garage,Nb. Rooms,Air-con,Beachfront,Interior Surface New,Land Surface New,Access for Disabled People,Access to rooftop,Air Conditioning,Alarm System,Automated Garage,Balcony,Basement,Carport,Centralized Ventilation System,Close to Bus Stop,Close to Golf Course,Close to Hospital,Close to School,Close to Shops,Cooking Service,Dressing,Electric Generator,Energy Efficiency - High,Fenced,Fire Alarm System,Fireplace,Fitness Room,Freehold Land,Furnished,Garden,Guarded Parking,House Cleaning,Indoor Spa,Internet/Wi-Fi,Laundry Room,Lift,Located in a private morcellement,Located in a residential complex,Located in a senior residence,Mountain View,Office,Recently Refurbished,River View,Sea Access,Sea View,Secured Parking,Security Bars,Sewage System,Solar Panels,Solar Water Heater,Soundproof,TV Room,Tennis Court,Veranda,Watchman,Water Heater,Water Tank,Yard,price
villa,"Flic en Flac, West",none,6,3,Private Pool,,4,,yes,,7.0,,300.0,570.0,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,"13,000,000"
villa,"Cascavelle, West",none,2,1,,Yes,,,no,4,,,190.0,400.0,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,"8,000,000"
villa,"Terre Rouge, North",none,3,1,,,2,2020,yes,,,,162.6,425.6,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,"3,900,000"
villa,"Wooton, Center",none,4,3,,,3,,no,,,,278.7,570.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"9,800,000"
villa,"Pointe aux Sables, West",none,3,1,,Yes,1,,no,,,,113.0,396.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,"4,000,000"
villa,"Petite Rivière Noire, West",none,4,3,Private Pool,Yes,,,no,,,,415.0,1102.0,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,"18,000,000"
villa,"Tamarin, West",none,4,3,Private Pool,Yes,3,2006,yes,,,,362.0,1310.0,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,no,"18,500,000"
villa,"Belle Mare, East",none,3,2,,Yes,2,,no,,3.0,,250.0,632.0,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,"12,000,000"
villa,"Péreybère, North",none,5,2,Private Pool,,,2004,yes,6,,,350.0,1319.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"17,500,000"
villa,"Mont Mascal, North",none,4,4,Private Pool,,,2016,no,6,,,380.0,1200.0,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,"26,000,000"
villa,"Gris Gris, South",none,5,2,,Yes,2,,no,,,,322.0,501.6,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,"8,800,000"
villa,"Grand Bay, North",PDS,4,4,Private Pool,,,,yes,,,,288.0,580.0,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,Price N/D
villa,"Trou aux Biches, North",none,4,2,Private Pool,,,,no,,,,186.0,323.0,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,"8,000,000"
villa,"Rose Hill, Center",none,8,5,,Yes,5,,yes,14,,,540.0,611.0,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,"13,900,000"
villa,"Balaclava, North",none,3,3,Private Pool,,,2011,no,6,,,300.0,847.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"11,800,000"
villa,"Tamarin, West",none,4,3,Private Pool,Yes,3,,no,,5.0,,224.0,418.0,no,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,"14,500,000"
villa,"Tamarin, West",IRS,4,4,Private Pool,,,,yes,,,,529.0,3055.0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,Price N/D
villa,"Rose Hill, Center",none,6,4,Private Pool,Yes,,2003,yes,,,,353.0,304.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"8,000,000"
villa,"Petit Raffray, North",none,6,2,,,4,2000,no,8,,,210.0,620.0,no,no,no,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,"5,500,000"
villa,"Flic en Flac, West",none,6,8,Private Pool,,4,,yes,,,,,,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,"10,500,000"
villa,"Grand Bay, North",PDS,3,3,Private Pool,,,,yes,,,,226.0,470.0,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,Price N/D
villa,"Pointe aux Canonniers, North",none,4,2,Private Pool,,3,1990,yes,7,,,250.0,696.0,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,no,"15,900,000"
villa,"Albion, West",IRS,4,,Private Pool,,,,no,,,,306.0,2306.0,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,"125,550,000"
villa,"Vacoas, Center",none,4,3,,,5,,no,,,,371.6,380.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"10,800,000"
villa,"Stanley, Center",none,6,2,,,2,,yes,,,,232.3,211.0,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,"4,500,000"
villa,"Calodyne, North",none,3,2,,,2,,no,,,Yes,278.7,2026.1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"85,000,000"
villa,"Grand Bay, North",none,3,3,Private Pool,,3,,yes,5,,,180.5,,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,yes,yes,no,"31,638,600"
villa,"Péreybère, North",RES,2,2,Private Pool,Yes,2,,no,,,,169.0,422.0,no,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,"16,000,000"
villa,"Floréal, Center",none,3,,,,,,no,,,,270.0,295.5,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,"5,700,000"
villa,"Le Bouchon, South",none,4,6,Private Pool,Yes,,2014,yes,4,,Yes,400.0,760.0,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,no,Price N/D
villa,"Albion, West",none,4,3,Private Pool,Yes,3,2013,no,4,,Yes,220.0,450.0,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,"18,000,000"
villa,"Grand Bay, North",none,4,3,Private Pool,Yes,3,2020,no,,,,200.0,273.6,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,"6,900,000"
villa,"Grand Bay, North",none,4,2,Private Pool,Yes,,,no,4,,Yes,250.0,925.0,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,"35,000,000"
villa,"Rose Hill, Center",none,3,2,,Yes,2,,no,,,,170.0,590.9,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,"8,800,000"
villa,"Pointe aux Piments, North",RES,4,3,Common Pool,,4,,no,6,,,687.0,,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,"31,488,000"
villa,"Sodnac, Center",none,4,2,,Yes,2,,yes,,,,200.0,273.6,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,"6,800,000"
villa,"Péreybère, North",none,3,3,Private Pool,Yes,3,,no,,,,180.0,210.0,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,"8,000,000"
villa,"Calodyne, North",none,3,4,Private Pool,Yes,2,2019,no,5,,,122.0,338.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,"5,500,000"
villa,"Piton, North",none,3,1,,,1,,no,6,,,120.8,379.9,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"1,300,000"
villa,"Pamplemousses, North",none,4,2,,,2,2018,yes,6,3.0,,195.1,190.0,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,"6,000,000"
villa,"Pointe aux Piments, North",RES,3,3,Common Pool,,3,2014,no,5,,,140.0,,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,"27,279,000"
villa,"Belle Mare, East",PDS,4,4,Private Pool,Yes,,,yes,,,Yes,540.0,1546.0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,"174,455,000"
villa,"Mon Choisy, North",none,3,4,Private Pool,Yes,3,2019,yes,5,,,240.0,1150.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,"19,800,000"
villa,"Pierrefonds, West",none,4,3,Private Pool,Yes,4,2014,yes,,,,311.0,849.0,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,yes,no,"18,500,000"
villa,"Floréal, Center",none,5,3,,Yes,1,2002,yes,,,,750.0,1530.0,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes,"16,500,000"
villa," Péreybère, North",none,4,4,Private Pool,Yes,3,2016,no,,,,350.0,1351.0,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,no,"30,000,000"
villa,"Quatre Bornes, Center",none,5,3,,Yes,1,2018,yes,7,,,250.0,950.0,no,no,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,"15,000,000"
villa,"Calodyne, North",none,4,2,,Yes,,2005,yes,,,,300.0,718.0,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,"8,500,000"
villa,"Grand Bay, North",PDS,1,1,Private Pool,,1,2018,no,1,,,115.0,,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,"16,900,000"
villa,"Moka, Center",none,9,5,,Yes,2,2010,yes,,,,420.0,844.0,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,"17,500,000"
villa,"Grand Bay, North",none,3,2,Private Pool,Yes,,2017,yes,,,,400.0,510.0,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,"13,000,000"
villa,"Péreybère, North",none,2,2,Private Pool,Yes,2,2014,yes,,,,169.0,420.0,no,no,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,"17,950,000"
villa,"Vacoas, Center",none,4,2,,Yes,2,2007,yes,,,,220.0,334.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,yes,no,no,no,yes,"11,000,000"
villa,"Balaclava, North",none,5,3,,Yes,2,,yes,,,,279.0,759.0,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,"7,500,000"
villa,"Quartier Militaire, Center",none,4,2,,Yes,2,2018,yes,,,,260.0,634.0,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,yes,no,no,yes,yes,"6,500,000"
villa,"Belle Rose (Centre), Center",none,6,3,Private Pool,Yes,1,2010,no,,,,400.0,1785.0,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,yes,no,"24,000,000"
villa,"Mon Choisy, North",none,4,4,Private Pool,Yes,5,2019,no,8,,,250.0,380.0,no,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,yes,yes,yes,"10,500,000"
villa,"Vacoas, Center",none,3,2,,Yes,1,,yes,,,,200.0,537.0,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,"9,000,000"
villa,"Mon Choisy, North",none,4,3,Private Pool,Yes,4,2019,no,8,,,225.0,317.0,no,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,"10,000,000"
villa,"Mont Piton, North",none,4,3,Private Pool,Yes,5,2018,yes,9,,,650.0,1514.0,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,"30,000,000"
villa,"Petit Raffray, North",none,6,3,,Yes,3,2009,yes,,,,390.0,845.0,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,"13,000,000"
villa,"Trou aux Biches, North",PDS,4,3,Private Pool,Yes,4,2019,no,5,,,390.0,870.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,"34,000,000"
villa,"Black River, West",none,3,3,Private Pool,Yes,3,2000,no,6,,,291.0,1959.0,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,"16,500,000"
villa,"Coromandel, Center",none,4,2,,Yes,2,2000,yes,,,,450.0,570.0,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,"7,900,000"
villa,"Grand Bay, North",none,3,2,Private Pool,Yes,2,2019,no,5,,,131.0,338.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,"6,500,000"
villa,"Trou aux Biches, North",PDS,3,3,Private Pool,Yes,4,2019,no,5,,,261.0,595.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,"30,000,000"
villa,"d'Epinay, North",none,3,2,Private Pool,Yes,4,2018,no,5,,,300.0,10004.0,no,no,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,"30,000,000"
villa,"Albion, West",none,4,3,,Yes,4,2012,yes,,,,450.0,342.0,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,"8,500,000"
villa,"Trou aux Biches, North",none,5,3,Private Pool,Yes,1,2006,no,,,,300.0,887.0,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes,"14,000,000"
villa,"Grand Bay, North",none,3,3,Private Pool,Yes,,2020,yes,5,,,179.0,338.0,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,"6,500,000"
villa,"Grand Bay, North",none,3,8,Private Pool,Yes,1,2019,no,,,,205.0,358.0,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,"8,800,000"
villa,"Trou aux Biches, North",none,4,4,Private Pool,Yes,4,2020,yes,7,,,228.0,253.0,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,"9,200,000"
villa,"Grand Bay, North",RES,3,3,Private Pool,Yes,3,2018,yes,5,,,346.0,700.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,"50,279,410"
villa,"Grand Bay, North",PDS,3,3,Private Pool,Yes,3,2018,no,5,,,190.0,294.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,"22,294,490"
villa,"Grand Bay, North",none,3,2,Private Pool,Yes,2,2020,no,5,,,122.0,338.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,"6,500,000"
villa,"Blue Bay, South",none,4,2,,Yes,2,2010,yes,,,,204.0,211.0,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,"7,200,000"
villa,"Péreybère, North",none,6,6,Private Pool,Yes,6,2010,no,10,,,300.0,380.0,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,"12,500,000"
villa,"Floréal, Center",none,5,3,,Yes,4,2010,yes,,,,390.0,1185.0,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,yes,"18,000,000"
